jdobs,filter,seeing,gain,zp,ezp,programid,fieldid,ccdid,qid,filterid,moonra,moondec,moonillf,moonphase,airmass,nbadbkg,bkgstd,bkgmed,diffimgname,psfimgname,Fmcmc,Fmcmc_unc,Fratio,Fratio_unc,jdref_start,jdref_end,fcqfid,mag,mag_unc,limmag
2458370.9211111,b'r',1.965,6.2,26.240239,7.9687e-06,3.0,554.0,3.0,1.0,2.0,165.187,9.27704,-0.00156929,184.541,1.039,0.0,4.588988872766495,-0.09231019020080566,ztf_20180909421100_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180909421100_000554_zr_c03_o_q1_diffimgpsf.fits',10.885514773817617,16.727044871631584,3.473388576054787e-10,5.337324671928933e-10,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,21.434265934306488
2458371.8833681,b'g',2.947,6.2,26.380664,1.30586e-05,3.0,554.0,3.0,1.0,1.0,178.282,4.57364,0.00573357,171.315,1.086,0.0,3.898958555531496,-0.1856616735458374,ztf_20180910383356_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180910383356_000554_zg_c03_o_q1_diffimgpsf.fits',5.384481698233518,18.008918716008772,1.5096570696998503e-10,5.049193772237669e-10,2458304.9641272104,2458363.905018264,5540311.0,0.0,0.0,21.4945198944678
2458371.9359838,b'r',2.008,6.2,26.254101,7.7091e-06,3.0,554.0,3.0,1.0,2.0,179.248,4.3173,0.00672193,170.594,1.032,0.0,4.331525775289535,0.14245539903640747,ztf_20180910435984_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180910435984_000554_zr_c03_o_q1_diffimgpsf.fits',-18.78854680208491,15.989945032705437,-5.919060662622194e-10,5.037401542591327e-10,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,21.497058562094562
2458372.8898148,b'r',1.982,6.2,26.242195,8.039e-06,3.0,554.0,3.0,1.0,2.0,191.734,-0.496518,0.0372886,157.732,1.069,0.0,4.7594843487262715,0.046084046363830566,ztf_20180911389803_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180911389803_000554_zr_c03_o_q1_diffimgpsf.fits',-3.854374280543336,17.505505560259042,-1.2276537215697977e-10,5.575664812191487e-10,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,21.38683334481344
2458372.8907407,b'r',2.182,6.2,26.239809,7.9359e-06,1.0,554.0,3.0,1.0,2.0,191.751,-0.501165,0.0373348,157.718,1.068,0.0,5.2717572861909865,0.14213764667510986,ztf_20180911390729_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180911390729_000554_zr_c03_o_q1_diffimgpsf.fits',15.13790725511448,20.582407709093932,4.832170393744675e-10,6.570109030870187e-10,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,21.208643547333416
2458372.9197917,b'g',2.412,6.2,26.366186,1.24434e-05,3.0,554.0,3.0,1.0,1.0,192.28,-0.647056,0.0386181,157.334,1.037,0.0,3.9410080568313597,-0.3047771453857422,ztf_20180911419792_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180911419792_000554_zg_c03_o_q1_diffimgpsf.fits',5.945421990455912,16.799401396754032,1.6893058465912482e-10,4.773307436303105e-10,2458304.9641272104,2458363.905018264,5540311.0,0.0,0.0,21.55552647155038
2458372.920706,b'g',2.977,6.2,26.386573,1.68898e-05,1.0,554.0,3.0,1.0,1.0,192.297,-0.651651,0.0386651,157.32,1.036,0.0,3.9537475676536546,-0.3238999843597412,ztf_20180911420706_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180911420706_000554_zg_c03_o_q1_diffimgpsf.fits',31.552493991340796,19.10651728844646,8.798416012102279e-10,5.327854202199727e-10,2458304.9641272104,2458363.905018264,5540311.0,0.0,0.0,21.43619415973712
2458373.9075231,b'g',2.764,6.2,26.337882,1.48509e-05,3.0,554.0,3.0,1.0,1.0,205.062,-5.48035,0.0935845,144.373,1.044,0.0,3.8830022206902504,-0.3575577735900879,ztf_20180912407512_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180912407512_000554_zg_c03_o_q1_diffimgpsf.fits',449.2307914720271,21.659890237543067,1.3101370134035645e-08,6.316892249387656e-10,2458304.9641272104,2458363.905018264,5540311.0,19.706708209231678,0.05234932336503314,21.251316316749687
2458373.9477083,b'r',2.511,6.2,26.236493,6.3942e-06,3.0,554.0,3.0,1.0,2.0,205.782,-5.67118,0.096232,143.856,1.036,0.0,4.750771644115449,-0.4529843330383301,ztf_20180912447708_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180912447708_000554_zr_c03_o_q1_diffimgpsf.fits',264.2892814808814,21.594705451254413,8.462181777328018e-09,6.914329722609508e-10,2458312.9458906366,2458354.9970970717,5540312.0,20.181294124407763,0.08871397836885983,21.153199774569096
2458374.8913426,b'r',2.232,6.2,26.248717,7.2158e-06,3.0,554.0,3.0,1.0,2.0,217.593,-9.91216,0.166246,131.875,1.059,0.0,4.862131989002227,0.3296663761138916,ztf_20180913391343_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180913391343_000554_zr_c03_o_q1_diffimgpsf.fits',315.6848287420654,20.55146155788475,9.994634366628136e-09,6.506627064078548e-10,2458312.9458906366,2458354.9970970717,5540312.0,20.0005827225891,0.07068273150558982,21.21918520094614
2458374.9060069,b'g',3.041,6.2,26.39581,1.34628e-05,3.0,554.0,3.0,1.0,1.0,217.85,-9.97021,0.167475,131.686,1.043,0.0,4.430886588454246,-0.18037480115890503,ztf_20180913405995_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180913405995_000554_zg_c03_o_q1_diffimgpsf.fits',559.0292009640688,23.674349911124068,1.545647635703057e-08,6.545669613029819e-10,2458304.9641272104,2458363.905018264,5540311.0,19.52722376522877,0.04597988777706739,21.21268978693589
2458375.8712269,b'r',1.955,6.2,26.239299,7.5892e-06,3.0,554.0,3.0,1.0,2.0,229.995,-13.7704,0.251172,119.845,1.088,0.0,5.1939957062005995,0.1687822937965393,ztf_20180914371227_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180914371227_000554_zr_c03_o_q1_diffimgpsf.fits',336.68120632859836,20.96138841873767,1.075224804407682e-08,6.694227203968129e-10,2458312.9458906366,2458354.9970970717,5540312.0,19.921251813541083,0.06759669985690903,21.188323868285753
2458375.8721412,b'r',1.885,6.2,26.233962,7.1947e-06,1.0,554.0,3.0,1.0,2.0,230.01,-13.773,0.251225,119.838,1.086,0.0,5.165865878438947,-0.10087740421295166,ztf_20180914372141_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180914372141_000554_zr_c03_o_q1_diffimgpsf.fits',306.9928819822839,20.34178268600394,9.852433356963955e-09,6.528361764735337e-10,2458312.9458906366,2458354.9970970717,5540312.0,20.016141235180434,0.07194241735948197,21.215564457793647
2458375.9327083,b'g',2.219,6.2,26.356959,1.29837e-05,3.0,554.0,3.0,1.0,1.0,231.046,-13.9539,0.256804,119.104,1.033,0.0,4.217676499891281,-0.21159911155700684,ztf_20180914432697_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180914432697_000554_zg_c03_o_q1_diffimgpsf.fits',480.94723994074195,19.897759822468117,1.378205049466641e-08,5.701913209721717e-10,2458304.9641272104,2458363.905018264,5540311.0,19.651715408126535,0.04491910409542688,21.362523482868845
2458375.9336227,b'g',2.213,6.2,26.357914,1.32761e-05,1.0,554.0,3.0,1.0,1.0,231.062,-13.9567,0.256857,119.097,1.033,0.0,4.479665007019042,0.1015845537185669,ztf_20180914433611_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180914433611_000554_zg_c03_o_q1_diffimgpsf.fits',454.001682255923,20.471838050075036,1.2998458803580717e-08,5.86126359684678e-10,2458304.9641272104,2458363.905018264,5540311.0,19.715270344767422,0.04895800485957887,21.332596856119764
2458376.9193403,b'r',1.575,6.2,26.232065,1.30404e-05,3.0,554.0,3.0,1.0,2.0,243.523,-17.0583,0.350225,107.431,1.033,0.0,4.721946534085273,-0.23129063844680786,ztf_20180915419282_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180915419282_000554_zr_c03_o_q1_diffimgpsf.fits',270.2288727037414,17.350747452345345,8.687718681714365e-09,5.578175785308282e-10,2458312.9458906366,2458354.9970970717,5540312.0,20.152735626201252,0.06971251750314715,21.38634449894115
2458376.943044,b'g',2.95,6.2,26.376513,1.32472e-05,3.0,554.0,3.0,1.0,1.0,243.927,-17.1056,0.352498,107.158,1.038,0.0,4.218559134101863,-0.5237035751342773,ztf_20180915443044_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180915443044_000554_zg_c03_o_q1_diffimgpsf.fits',438.16695259805294,20.96483327684632,1.2332025643208819e-08,5.900464844478592e-10,2458304.9641272104,2458363.905018264,5540311.0,19.77241395218208,0.05194887273106584,21.325359421308974
2458377.8888194,b'g',1.976,6.2,26.318519,1.09918e-05,3.0,554.0,3.0,1.0,1.0,255.759,-19.344,0.445047,96.3099,1.052,0.0,4.301054517507553,-0.21305876970291138,ztf_20180916388819_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180916388819_000554_zg_c03_o_q1_diffimgpsf.fits',306.810557554247,18.399577512221754,9.108832161828551e-09,5.462610776223386e-10,2458304.9641272104,2458363.905018264,5540311.0,20.101343250263778,0.06511212619661476,21.409074346358047
2458377.9260764,b'r',1.847,6.2,26.220258,8.7273e-06,3.0,554.0,3.0,1.0,2.0,256.352,-19.3681,0.448628,95.8972,1.033,0.0,5.2294243003845216,0.045328497886657715,ztf_20180916426076_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180916426076_000554_zr_c03_o_q1_diffimgpsf.fits',235.63535672869696,19.038319582971454,7.658386074865055e-09,6.187645365652367e-10,2458312.9458906366,2458354.9970970717,5540312.0,20.28965685941418,0.08772279864215395,21.273761451928475
2458378.9013542,b'r',1.966,6.2,26.248549,8.9181e-06,3.0,554.0,3.0,1.0,2.0,268.687,-20.7762,0.543513,85.0074,1.038,0.0,4.820919113349914,-0.2731660008430481,ztf_20180917401343_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180917401343_000554_zr_c03_o_q1_diffimgpsf.fits',198.52782543498887,17.94736465503169,6.2863967303926695e-09,5.68304491851729e-10,2458312.9458906366,2458354.9970970717,5540312.0,20.503995536030978,0.09815301015714797,21.366122267406787
2458378.9022685,b'r',1.992,6.2,26.2476,1.25506e-05,1.0,554.0,3.0,1.0,2.0,268.701,-20.7757,0.543574,85.0004,1.037,0.0,5.294720654606819,0.3542710542678833,ztf_20180917402257_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180917402257_000554_zr_c03_o_q1_diffimgpsf.fits',177.90830636245266,19.159014730366167,5.638404452358303e-09,6.072019726878308e-10,2458312.9458906366,2458354.9970970717,5540312.0,20.622109436659727,0.11692335498777388,21.294242054577886
2458378.9519444,b'g',2.191,6.2,26.353539,1.19156e-05,3.0,554.0,3.0,1.0,1.0,269.472,-20.7532,0.548315,84.4549,1.05,0.0,4.214433183109759,-0.08669865131378174,ztf_20180917451944_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180917451944_000554_zg_c03_o_q1_diffimgpsf.fits',192.88105034442424,17.85775778056872,5.54464777045365e-09,5.133473577738927e-10,2458304.9641272104,2458363.905018264,5540311.0,20.640315094123874,0.10052213143675275,21.47654666159223
2458378.9528588,b'g',2.447,6.2,26.361758,1.39431e-05,1.0,554.0,3.0,1.0,1.0,269.487,-20.7529,0.548436,84.4409,1.051,0.0,4.5909064161539055,-0.36408162117004395,ztf_20180917452859_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180917452859_000554_zg_c03_o_q1_diffimgpsf.fits',238.06387655649883,20.785972127236306,6.7918846465021205e-09,5.930170025065544e-10,2458304.9641272104,2458363.905018264,5540311.0,20.420024246917997,0.09479843418573104,21.319907125947783
2458379.923206,b'r',1.863,6.2,26.237718,9.0954e-06,3.0,554.0,3.0,1.0,2.0,281.692,-21.2351,0.639413,73.8098,1.033,0.0,5.265357822370528,0.16870564222335815,ztf_20180918423206_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180918423206_000554_zr_c03_o_q1_diffimgpsf.fits',142.72904574957917,19.30767589269476,4.56483582009327e-09,6.175083019987435e-10,2458312.9458906366,2458354.9970970717,5540312.0,20.851437094453317,0.14687299754957098,21.27596798721326
2458379.9440162,b'g',2.373,6.2,26.358217,1.10222e-05,3.0,554.0,3.0,1.0,1.0,281.999,-21.2027,0.641288,73.586,1.044,0.0,4.499476355361939,-0.03343474864959717,ztf_20180918444005_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180918444005_000554_zg_c03_o_q1_diffimgpsf.fits',179.95122672351408,20.28399298759969,5.150720828764343e-09,5.805861260172822e-10,2458304.9641272104,2458363.905018264,5540311.0,20.720329971062867,0.12238352610317128,21.342908355417926
2458380.9349884,b'r',1.506,6.2,26.229743,7.2414e-06,3.0,554.0,3.0,1.0,2.0,294.434,-20.7485,0.728215,62.8431,1.039,0.0,4.368738305449485,0.2915623188018799,ztf_20180919434988_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180919434988_000554_zr_c03_o_q1_diffimgpsf.fits',119.45365880311907,16.045343594592325,3.8485954005956704e-09,5.169539070965341e-10,2458312.9458906366,2458354.9970970717,5540312.0,21.03674435874362,0.14583906976529815,21.468945434065457
2458382.8382639,b'r',2.099,6.2,26.213798,8.1059e-06,1.0,554.0,3.0,1.0,2.0,318.146,-17.5575,0.870382,42.2034,1.121,0.0,7.563372802019119,-0.49377310276031494,ztf_20180921338264_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180921338264_000554_zr_c03_o_q1_diffimgpsf.fits',114.98711396325561,28.663177814801067,3.759499001774251e-09,9.371414301709355e-10,2458312.9458906366,2458354.9970970717,5540312.0,21.062175065381552,0.2706446734618643,20.823062143990256
2458382.8391782,b'r',1.804,6.2,26.217414,7.2646e-06,3.0,554.0,3.0,1.0,2.0,318.154,-17.5542,0.870423,42.1964,1.119,0.0,7.513634906005859,0.4014705419540405,ztf_20180921339178_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180921339178_000554_zr_c03_o_q1_diffimgpsf.fits',100.003090400114,25.497135174126477,3.2587258165513934e-09,8.308560499100587e-10,2458312.9458906366,2458354.9970970717,5540312.0,21.217380446925553,0.2768230729163744,20.95376052279562
2458382.9331829,b'g',1.992,6.2,26.332122,1.15063e-05,1.0,554.0,3.0,1.0,1.0,319.098,-17.1948,0.87643,41.1613,1.042,0.0,4.475754674434661,-0.05471527576446533,ztf_20180921433171_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180921433171_000554_zg_c03_o_q1_diffimgpsf.fits',98.71046964161039,17.156420396698948,2.894105897179877e-09,5.030114608628521e-10,2458304.9641272104,2458363.905018264,5540311.0,21.346213954535674,0.18870690080803612,21.49863028828559
2458382.9341551,b'g',2.294,6.2,26.363026,1.20001e-05,3.0,554.0,3.0,1.0,1.0,319.109,-17.1909,0.87647,41.1543,1.043,0.0,4.3758977818489075,-0.16919803619384766,ztf_20180921434120_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180921434120_000554_zg_c03_o_q1_diffimgpsf.fits',83.52770343233979,17.429173058701316,2.3802366651641176e-09,4.966682323501508e-10,2458304.9641272104,2458363.905018264,5540311.0,21.558449648046874,0.2265533883701435,21.512409032277624
2458383.9026505,b'r',1.918,6.2,26.213847,8.4265e-06,3.0,554.0,3.0,1.0,2.0,330.88,-14.3805,0.930773,30.5093,1.033,0.0,9.01360686302185,-0.9581197500228882,ztf_20180922402639_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180922402639_000554_zr_c03_o_q1_diffimgpsf.fits',67.75334838267061,30.501243568343178,2.2150929914609465e-09,9.971919098008945e-10,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.755628123102177
2458383.9790278,b'g',1.86,6.2,26.273169,1.05992e-05,3.0,554.0,3.0,1.0,1.0,331.679,-14.045,0.934476,29.663,1.127,0.0,3.8731329125165934,-0.06670582294464111,ztf_20180922479028_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180922479028_000554_zg_c03_o_q1_diffimgpsf.fits',80.05311628694503,15.458662814600245,2.4780532964931103e-09,4.785246617850136e-10,2458304.9641272104,2458363.905018264,5540311.0,21.514723393281695,0.20966116867013582,21.55281417671402
2458384.9693287,b'g',2.442,6.2,26.285127,2.76851e-05,3.0,554.0,3.0,1.0,1.0,343.472,-10.4972,0.973831,18.6193,1.109,0.0,11.342856294870376,-0.31594645977020264,ztf_20180923469317_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180923469317_000554_zg_c03_o_q1_diffimgpsf.fits',52.18622970823631,47.51133013338938,1.597736370820586e-09,1.4546093985780586e-09,2458304.9641272104,2458363.905018264,5540311.0,0.0,0.0,20.345709015848325
2458385.7979514,b'r',1.592,6.2,26.170969,1.49262e-05,3.0,554.0,3.0,1.0,2.0,353.966,-7.19417,0.993522,9.23318,1.236,0.0,14.380839405059813,0.44368183612823486,ztf_20180924297940_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180924297940_000554_zr_c03_o_q1_diffimgpsf.fits',67.28086276900581,47.50152344015474,2.288252533919678e-09,1.6155482692124149e-09,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.23177514325811
2458385.808588,b'r',1.977,6.2,26.193038,1.26977e-05,1.0,554.0,3.0,1.0,2.0,354.04,-7.14867,0.993687,9.11428,1.191,0.0,15.237417404174803,-0.5425667762756348,ztf_20180924308553_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180924308553_000554_zr_c03_o_q1_diffimgpsf.fits',31.619496969388685,58.08726894845235,1.0537552624776831e-09,1.9358235014898126e-09,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.035410594104167
2458385.891169,b'g',4.374,6.2,26.360078,3.64831e-05,1.0,554.0,3.0,1.0,1.0,354.639,-6.78128,0.994925,8.17008,1.034,0.0,17.158275299072265,-0.16947364807128906,ztf_20180924391146_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180924391146_000554_zg_c03_o_q1_diffimgpsf.fits',104.32548534757944,88.84673213994918,2.980981040299531e-09,2.5386934297551684e-09,2458304.9641272104,2458363.905018264,5540311.0,0.0,0.0,19.741049341548667
2458385.8921412,b'g',2.105,6.2,26.316639,3.09864e-05,3.0,554.0,3.0,1.0,1.0,354.647,-6.77682,0.994934,8.16308,1.034,0.0,15.062879805088038,0.6258312463760376,ztf_20180924392106_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180924392106_000554_zg_c03_o_q1_diffimgpsf.fits',-6.537961981011435,63.27831597525208,-1.9444052757764504e-10,1.8819120053376323e-09,2458304.9641272104,2458363.905018264,5540311.0,0.0,0.0,20.06607670722587
2458386.9012037,b'r',1.836,6.2,26.25472,1.32931e-05,3.0,554.0,3.0,1.0,2.0,6.61715,-2.31942,-0.999088,356.539,1.032,0.0,15.20287698512077,-0.19332057237625122,ztf_20180925401181_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180925401181_000554_zr_c03_o_q1_diffimgpsf.fits',-14.675474892146973,53.78528976751398,-4.6206616016498623e-10,1.6934622217693133e-09,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.180636207346247
2458386.9729514,b'g',2.418,6.2,26.295621,3.88075e-05,3.0,554.0,3.0,1.0,1.0,7.19603,-1.98687,-0.998601,355.714,1.133,0.0,19.347730791568758,0.004514098167419434,ztf_20180925472940_000554_zg_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180925472940_000554_zg_c03_o_q1_diffimgpsf.fits',19.723592096610304,91.00592087406996,5.980501619348602e-10,2.7594418628620546e-09,2458304.9641272104,2458363.905018264,5540311.0,0.0,0.0,19.6505218676849
2458390.757963,b'r',2.025,6.2,26.202949,1.12756e-05,1.0,554.0,3.0,1.0,2.0,55.5978,14.2114,-0.823167,310.266,1.385,0.0,11.902317547512055,-0.3574860095977783,ztf_20180929257963_000554_zr_c03_o_q1_scimrefdiffimg.fits,b'ztf_20180929257963_000554_zr_c03_o_q1_diffimgpsf.fits',-81.98981731754935,44.62849059295331,-2.7075738984283767e-09,1.4737797964560907e-09,2458312.9458906366,2458354.9970970717,5540312.0,0.0,0.0,20.331493492577838
